"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8081105"	"6.83e-01"	"3.89e-01"	"-8.81e-01"	"-6.34317"	"-1.51e-01"	""	""
"8160504"	"6.83e-01"	"3.89e-01"	"-8.81e-01"	"-6.3432"	"-1.65e-01"	"LRRC19"	"leucine rich repeat containing 19"
"8023990"	"6.84e-01"	"3.89e-01"	"8.81e-01"	"-6.34337"	"1.59e-01"	"FGF22///FGF22"	"fibroblast growth factor 22///fibroblast growth factor 22"
"8167965"	"6.84e-01"	"3.89e-01"	"-8.81e-01"	"-6.34353"	"-3.52e-01"	"MSN"	"moesin"
"8070930"	"6.84e-01"	"3.89e-01"	"8.81e-01"	"-6.34356"	"3.99e-01"	""	""
"7935892"	"6.84e-01"	"3.89e-01"	"8.81e-01"	"-6.34358"	"1.59e-01"	"FGF8"	"fibroblast growth factor 8"
"8015410"	"6.84e-01"	"3.89e-01"	"-8.81e-01"	"-6.34363"	"-2.51e-01"	""	""
"7945550"	"6.84e-01"	"3.89e-01"	"-8.81e-01"	"-6.34368"	"-1.39e-01"	"PIDD1"	"p53-induced death domain protein 1"
"8103240"	"6.84e-01"	"3.89e-01"	"-8.81e-01"	"-6.34371"	"-2.51e-01"	"ANXA2P1"	"annexin A2 pseudogene 1"
"8124862"	"6.84e-01"	"3.89e-01"	"8.81e-01"	"-6.34374"	"3.59e-01"	"CDSN"	"corneodesmosin"
"8006345"	"6.84e-01"	"3.89e-01"	"-8.81e-01"	"-6.34377"	"-2.24e-01"	"RHOT1"	"ras homolog family member T1"
"8026787"	"6.84e-01"	"3.89e-01"	"8.81e-01"	"-6.34377"	"1.66e-01"	"FAM129C"	"family with sequence similarity 129 member C"
"7897803"	"6.84e-01"	"3.89e-01"	"-8.81e-01"	"-6.34378"	"-4.14e-01"	"PLOD1"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"7969567"	"6.84e-01"	"3.89e-01"	"-8.81e-01"	"-6.34386"	"-1.62e-01"	""	""
"8154227"	"6.84e-01"	"3.89e-01"	"8.81e-01"	"-6.34388"	"5.18e-01"	""	""
"7946332"	"6.84e-01"	"3.89e-01"	"-8.80e-01"	"-6.3439"	"-1.88e-01"	"OR10A3"	"olfactory receptor family 10 subfamily A member 3"
"7896321"	"6.84e-01"	"3.89e-01"	"-8.80e-01"	"-6.34402"	"-2.69e-01"	""	""
"7939432"	"6.84e-01"	"3.89e-01"	"-8.80e-01"	"-6.34402"	"-2.99e-01"	""	""
"8012696"	"6.84e-01"	"3.89e-01"	"-8.80e-01"	"-6.34409"	"-1.48e-01"	"MYH4"	"myosin heavy chain 4"
"8039294"	"6.84e-01"	"3.89e-01"	"-8.80e-01"	"-6.34409"	"-1.83e-01"	"GP6"	"glycoprotein VI platelet"
"8061815"	"6.84e-01"	"3.89e-01"	"8.80e-01"	"-6.34409"	"3.31e-01"	"BPIFB3"	"BPI fold containing family B member 3"
"8038139"	"6.84e-01"	"3.90e-01"	"8.80e-01"	"-6.34419"	"1.70e-01"	"NTN5"	"netrin 5"
"8019263"	"6.84e-01"	"3.90e-01"	"-8.80e-01"	"-6.34428"	"-2.66e-01"	"ARHGDIA"	"Rho GDP dissociation inhibitor alpha"
"8151213"	"6.84e-01"	"3.90e-01"	"-8.80e-01"	"-6.3445"	"-1.46e-01"	""	""
"8059799"	"6.84e-01"	"3.90e-01"	"-8.80e-01"	"-6.34452"	"-1.85e-01"	""	""
"7943369"	"6.84e-01"	"3.90e-01"	"8.79e-01"	"-6.34477"	"5.39e-01"	"TMEM133"	"transmembrane protein 133"
"7932864"	"6.84e-01"	"3.90e-01"	"-8.79e-01"	"-6.34477"	"-2.54e-01"	"LYZL2"	"lysozyme like 2"
"8135716"	"6.84e-01"	"3.90e-01"	"-8.79e-01"	"-6.34479"	"-1.71e-01"	""	""
"8022996"	"6.84e-01"	"3.90e-01"	"8.79e-01"	"-6.34486"	"2.67e-01"	"EPG5"	"ectopic P-granules autophagy protein 5 homolog"
"7916225"	"6.84e-01"	"3.90e-01"	"8.79e-01"	"-6.34486"	"2.00e-01"	""	""
"8038824"	"6.84e-01"	"3.90e-01"	"8.79e-01"	"-6.34492"	"2.45e-01"	"SIGLEC10"	"sialic acid binding Ig like lectin 10"
"7969096"	"6.84e-01"	"3.90e-01"	"8.79e-01"	"-6.34493"	"2.38e-01"	"CDADC1"	"cytidine and dCMP deaminase domain containing 1"
"7912784"	"6.84e-01"	"3.90e-01"	"8.79e-01"	"-6.34524"	"1.55e-01"	"CROCCP3"	"ciliary rootlet coiled-coil, rootletin pseudogene 3"
"8153405"	"6.84e-01"	"3.90e-01"	"-8.79e-01"	"-6.34527"	"-2.75e-01"	"RHPN1-AS1"	"RHPN1 antisense RNA 1 (head to head)"
"8154233"	"6.84e-01"	"3.90e-01"	"-8.79e-01"	"-6.3453"	"-7.31e-01"	"CD274"	"CD274 molecule"
"7929616"	"6.84e-01"	"3.90e-01"	"8.79e-01"	"-6.34533"	"1.27e-01"	"FRAT1"	"frequently rearranged in advanced T-cell lymphomas 1"
"7928994"	"6.84e-01"	"3.90e-01"	"-8.79e-01"	"-6.34542"	"-2.96e-01"	"LIPK"	"lipase family member K"
"7930750"	"6.84e-01"	"3.90e-01"	"-8.79e-01"	"-6.34543"	"-1.53e-01"	"CCDC172"	"coiled-coil domain containing 172"
"8037144"	"6.85e-01"	"3.90e-01"	"-8.78e-01"	"-6.34565"	"-1.51e-01"	"DEDD2"	"death effector domain containing 2"
"8035193"	"6.85e-01"	"3.90e-01"	"-8.78e-01"	"-6.34574"	"-2.88e-01"	"SMIM7"	"small integral membrane protein 7"
"7894679"	"6.85e-01"	"3.90e-01"	"-8.78e-01"	"-6.34576"	"-4.05e-01"	""	""
"8144667"	"6.85e-01"	"3.91e-01"	"-8.78e-01"	"-6.34596"	"-2.51e-01"	""	""
"7947815"	"6.85e-01"	"3.91e-01"	"-8.78e-01"	"-6.34599"	"-3.42e-01"	"ACP2"	"acid phosphatase 2, lysosomal"
"8120011"	"6.85e-01"	"3.91e-01"	"8.78e-01"	"-6.34605"	"1.85e-01"	"SPATS1"	"spermatogenesis associated serine rich 1"
"7896530"	"6.85e-01"	"3.91e-01"	"-8.78e-01"	"-6.34612"	"-3.19e-01"	""	""
"8098547"	"6.85e-01"	"3.91e-01"	"-8.78e-01"	"-6.34613"	"-1.80e-01"	""	""
"8078857"	"6.85e-01"	"3.91e-01"	"8.78e-01"	"-6.3462"	"1.43e-01"	"TTC21A"	"tetratricopeptide repeat domain 21A"
"7963261"	"6.85e-01"	"3.91e-01"	"-8.78e-01"	"-6.34625"	"-1.53e-01"	""	""
"7892732"	"6.85e-01"	"3.91e-01"	"-8.78e-01"	"-6.3463"	"-9.42e-01"	""	""
"7926898"	"6.85e-01"	"3.91e-01"	"-8.78e-01"	"-6.34633"	"-1.19e-01"	""	""
"8075401"	"6.85e-01"	"3.91e-01"	"8.78e-01"	"-6.34636"	"2.07e-01"	"GAL3ST1"	"galactose-3-O-sulfotransferase 1"
"8013259"	"6.85e-01"	"3.91e-01"	"8.78e-01"	"-6.34651"	"2.47e-01"	""	""
"8028389"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34658"	"-1.65e-01"	"SPRED3"	"sprouty related EVH1 domain containing 3"
"8099758"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34666"	"-1.79e-01"	""	""
"7949410"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34678"	"-3.13e-01"	"MALAT1"	"metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)"
"8086494"	"6.85e-01"	"3.91e-01"	"8.77e-01"	"-6.34679"	"2.96e-01"	"ZNF852"	"zinc finger protein 852"
"8166211"	"6.85e-01"	"3.91e-01"	"8.77e-01"	"-6.34681"	"2.63e-01"	"MAGEB17"	"MAGE family member B17"
"8045161"	"6.85e-01"	"3.91e-01"	"8.77e-01"	"-6.34683"	"2.43e-01"	""	""
"8055271"	"6.85e-01"	"3.91e-01"	"8.77e-01"	"-6.34683"	"2.43e-01"	""	""
"7923905"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34691"	"-1.95e-01"	""	""
"7896311"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34696"	"-4.95e-01"	""	""
"7894263"	"6.85e-01"	"3.91e-01"	"8.77e-01"	"-6.34706"	"2.44e-01"	""	""
"7893021"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34706"	"-3.02e-01"	""	""
"7893461"	"6.85e-01"	"3.91e-01"	"8.77e-01"	"-6.34711"	"3.39e-01"	""	""
"7897987"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34712"	"-2.67e-01"	"PRAMEF2"	"PRAME family member 2"
"8139808"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34713"	"-1.64e-01"	""	""
"8165438"	"6.85e-01"	"3.91e-01"	"8.77e-01"	"-6.3472"	"2.23e-01"	"DPP7"	"dipeptidyl peptidase 7"
"8113202"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.3473"	"-1.91e-01"	"SPATA9"	"spermatogenesis associated 9"
"7932637"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34734"	"-2.99e-01"	"ANKRD26"	"ankyrin repeat domain 26"
"7991564"	"6.85e-01"	"3.91e-01"	"-8.77e-01"	"-6.34735"	"-1.81e-01"	""	""
"7905481"	"6.85e-01"	"3.91e-01"	"-8.76e-01"	"-6.3474"	"-3.70e-01"	""	""
"7893644"	"6.85e-01"	"3.91e-01"	"-8.76e-01"	"-6.34741"	"-5.56e-01"	""	""
"8171917"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.34759"	"-2.08e-01"	"FTHL17"	"ferritin heavy chain like 17"
"7895707"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.3477"	"-2.49e-01"	""	""
"7964987"	"6.86e-01"	"3.92e-01"	"8.76e-01"	"-6.34773"	"1.71e-01"	"KCNC2"	"potassium voltage-gated channel subfamily C member 2"
"8030731"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.34778"	"-4.61e-01"	"GPR32P1///GPR32"	"G protein-coupled receptor 32, pseudogene 1///G protein-coupled receptor 32"
"8162676"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.34783"	"-2.39e-01"	"TSTD2"	"thiosulfate sulfurtransferase like domain containing 2"
"8067903"	"6.86e-01"	"3.92e-01"	"8.76e-01"	"-6.34784"	"2.93e-01"	"USP25"	"ubiquitin specific peptidase 25"
"8020630"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.34788"	"-3.79e-01"	"TTC39C"	"tetratricopeptide repeat domain 39C"
"8055978"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.34794"	"-2.69e-01"	"LOC100421561///FAM133CP///FAM133DP///FAM133B"	"family with sequence similarity 133 member B pseudogene///family with sequence similarity 133, member A pseudogene///family with sequence similarity 133, member A pseudogene///family with sequence similarity 133 member B"
"7962481"	"6.86e-01"	"3.92e-01"	"8.76e-01"	"-6.34794"	"1.61e-01"	"DBX2"	"developing brain homeobox 2"
"7920600"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.34795"	"-2.65e-01"	"SHC1"	"SHC adaptor protein 1"
"8161442"	"6.86e-01"	"3.92e-01"	"8.76e-01"	"-6.34802"	"6.29e-01"	"LINC01597///FAM27B"	"long intergenic non-protein coding RNA 1597///family with sequence similarity 27 member B"
"7913801"	"6.86e-01"	"3.92e-01"	"-8.76e-01"	"-6.34811"	"-1.93e-01"	""	""
"8032815"	"6.86e-01"	"3.92e-01"	"8.76e-01"	"-6.34816"	"1.91e-01"	"UBXN6"	"UBX domain protein 6"
"8137931"	"6.86e-01"	"3.92e-01"	"8.76e-01"	"-6.34825"	"2.35e-01"	"MMD2"	"monocyte to macrophage differentiation associated 2"
"8175234"	"6.86e-01"	"3.92e-01"	"8.75e-01"	"-6.34833"	"8.09e-01"	"GPC3"	"glypican 3"
"8077777"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34842"	"-2.00e-01"	""	""
"7895796"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34847"	"-3.98e-01"	""	""
"8034514"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34856"	"-1.71e-01"	"C19orf43"	"chromosome 19 open reading frame 43"
"7892918"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34874"	"-3.49e-01"	""	""
"7925585"	"6.86e-01"	"3.92e-01"	"8.75e-01"	"-6.34877"	"1.90e-01"	"LOC101928068"	"uncharacterized LOC101928068"
"7893826"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34879"	"-2.79e-01"	""	""
"7933413"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34881"	"-2.21e-01"	"BMS1P4///BMS1P6///BMS1P5///AGAP11///BMS1///AGAP11"	"BMS1, ribosome biogenesis factor pseudogene 4///BMS1, ribosome biogenesis factor pseudogene 6///BMS1, ribosome biogenesis factor pseudogene 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///BMS1, ribosome biogenesis factor///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11"
"7909283"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34898"	"-1.91e-01"	""	""
"7894014"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.349"	"-4.05e-01"	""	""
"8170695"	"6.86e-01"	"3.92e-01"	"-8.75e-01"	"-6.34902"	"-1.85e-01"	"DUSP9"	"dual specificity phosphatase 9"
"8120210"	"6.86e-01"	"3.93e-01"	"8.75e-01"	"-6.34912"	"1.77e-01"	"IL17A"	"interleukin 17A"
"7964575"	"6.86e-01"	"3.93e-01"	"8.74e-01"	"-6.34915"	"3.48e-01"	"AVIL"	"advillin"
"8102829"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34931"	"-1.54e-01"	""	""
"7904953"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34932"	"-3.55e-01"	""	""
"7966293"	"6.86e-01"	"3.93e-01"	"8.74e-01"	"-6.34934"	"1.91e-01"	"C12orf76"	"chromosome 12 open reading frame 76"
"8129901"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34935"	"-3.59e-01"	"REPS1"	"RALBP1 associated Eps domain containing 1"
"7965469"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34935"	"-1.89e-01"	""	""
"8031744"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34948"	"-2.99e-01"	"ZNF17"	"zinc finger protein 17"
"7937148"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34948"	"-1.98e-01"	"MIR202HG///MIR202"	"MIR202 host gene///microRNA 202"
"7922992"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.3495"	"-1.72e-01"	""	""
"8168079"	"6.86e-01"	"3.93e-01"	"8.74e-01"	"-6.34961"	"4.53e-01"	""	""
"8136934"	"6.86e-01"	"3.93e-01"	"8.74e-01"	"-6.34963"	"3.37e-01"	"TAS2R41"	"taste 2 receptor member 41"
"8166028"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34964"	"-1.92e-01"	"FRMPD4"	"FERM and PDZ domain containing 4"
"7895189"	"6.86e-01"	"3.93e-01"	"8.74e-01"	"-6.3497"	"3.39e-01"	""	""
"8169965"	"6.86e-01"	"3.93e-01"	"-8.74e-01"	"-6.34984"	"-1.93e-01"	""	""
"7896140"	"6.87e-01"	"3.93e-01"	"-8.73e-01"	"-6.35001"	"-2.48e-01"	""	""
"8068761"	"6.87e-01"	"3.93e-01"	"8.73e-01"	"-6.35028"	"3.31e-01"	"ABCG1"	"ATP binding cassette subfamily G member 1"
"8096830"	"6.87e-01"	"3.93e-01"	"-8.73e-01"	"-6.35035"	"-1.38e-01"	"RRH"	"retinal pigment epithelium-derived rhodopsin homolog"
"8161854"	"6.87e-01"	"3.93e-01"	"8.73e-01"	"-6.35044"	"7.35e-01"	""	""
"8165430"	"6.87e-01"	"3.93e-01"	"-8.73e-01"	"-6.35048"	"-1.92e-01"	"SAPCD2"	"suppressor APC domain containing 2"
"7894428"	"6.87e-01"	"3.93e-01"	"-8.73e-01"	"-6.35054"	"-2.03e-01"	""	""
"8098740"	"6.87e-01"	"3.93e-01"	"8.73e-01"	"-6.35055"	"5.12e-01"	"DBET///DUX4///DUX1///DUX3///DUX5"	"D4Z4 binding element transcript (non-protein coding)///double homeobox 4///double homeobox 1///double homeobox 3///double homeobox 5"
"7967863"	"6.87e-01"	"3.93e-01"	"8.73e-01"	"-6.35055"	"2.97e-01"	"ZNF605"	"zinc finger protein 605"
"8045028"	"6.87e-01"	"3.93e-01"	"-8.73e-01"	"-6.35071"	"-1.48e-01"	""	""
"8049007"	"6.87e-01"	"3.94e-01"	"8.73e-01"	"-6.3508"	"2.31e-01"	"SPATA3"	"spermatogenesis associated 3"
"8151118"	"6.87e-01"	"3.94e-01"	"-8.73e-01"	"-6.3508"	"-1.79e-01"	"VCPIP1"	"valosin containing protein interacting protein 1"
"7920426"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.35091"	"-1.58e-01"	"NUP210L"	"nucleoporin 210 like"
"7985918"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.35092"	"-1.79e-01"	""	""
"7942818"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.351"	"-1.39e-01"	""	""
"8110147"	"6.87e-01"	"3.94e-01"	"8.72e-01"	"-6.35109"	"5.95e-01"	"SIMC1"	"SUMO interacting motifs containing 1"
"7894867"	"6.87e-01"	"3.94e-01"	"8.72e-01"	"-6.35109"	"5.49e-01"	""	""
"8023216"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.35112"	"-1.53e-01"	""	""
"8051820"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.35116"	"-2.33e-01"	"THADA"	"THADA, armadillo repeat containing"
"8121649"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.35123"	"-1.84e-01"	"RFX6"	"regulatory factor X6"
"8078991"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.35132"	"-2.59e-01"	"ZNF619"	"zinc finger protein 619"
"8150099"	"6.87e-01"	"3.94e-01"	"-8.72e-01"	"-6.35144"	"-1.71e-01"	"MBOAT4"	"membrane bound O-acyltransferase domain containing 4"
"8100971"	"6.87e-01"	"3.94e-01"	"8.72e-01"	"-6.35146"	"2.23e-01"	"PPBP"	"pro-platelet basic protein"
"8176245"	"6.88e-01"	"3.94e-01"	"-8.72e-01"	"-6.35161"	"-2.23e-01"	"F8A3///F8A2///F8A1"	"coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1"
"8176986"	"6.88e-01"	"3.94e-01"	"-8.72e-01"	"-6.35172"	"-2.28e-01"	"PPP2R3B"	"protein phosphatase 2 regulatory subunit B''beta"
"7921552"	"6.88e-01"	"3.94e-01"	"-8.72e-01"	"-6.35174"	"-2.31e-01"	"DCAF8"	"DDB1 and CUL4 associated factor 8"
"8128316"	"6.88e-01"	"3.94e-01"	"8.71e-01"	"-6.35177"	"3.35e-01"	"GPR63"	"G protein-coupled receptor 63"
"7937940"	"6.88e-01"	"3.94e-01"	"8.71e-01"	"-6.35178"	"2.33e-01"	"OR52K3P"	"olfactory receptor family 52 subfamily K member 3 pseudogene"
"8114709"	"6.88e-01"	"3.94e-01"	"8.71e-01"	"-6.35182"	"2.37e-01"	"FCHSD1"	"FCH and double SH3 domains 1"
"8104499"	"6.88e-01"	"3.94e-01"	"8.71e-01"	"-6.35187"	"2.01e-01"	"ANKRD33B"	"ankyrin repeat domain 33B"
"8063447"	"6.88e-01"	"3.94e-01"	"8.71e-01"	"-6.3519"	"2.21e-01"	""	""
"7895048"	"6.88e-01"	"3.94e-01"	"-8.71e-01"	"-6.35196"	"-5.20e-01"	""	""
"7944195"	"6.88e-01"	"3.94e-01"	"-8.71e-01"	"-6.35197"	"-2.72e-01"	"UBE4A"	"ubiquitination factor E4A"
"8071655"	"6.88e-01"	"3.94e-01"	"8.71e-01"	"-6.35209"	"5.67e-01"	""	""
"8147687"	"6.88e-01"	"3.94e-01"	"8.71e-01"	"-6.35211"	"2.63e-01"	""	""
"8023344"	"6.88e-01"	"3.94e-01"	"-8.71e-01"	"-6.35219"	"-2.61e-01"	"CXXC1"	"CXXC finger protein 1"
"8090237"	"6.88e-01"	"3.94e-01"	"-8.71e-01"	"-6.35225"	"-2.51e-01"	"ZNF148"	"zinc finger protein 148"
"7895562"	"6.88e-01"	"3.94e-01"	"-8.71e-01"	"-6.35232"	"-4.57e-01"	""	""
"7976241"	"6.88e-01"	"3.94e-01"	"-8.71e-01"	"-6.35238"	"-1.94e-01"	""	""
"7912196"	"6.88e-01"	"3.95e-01"	"-8.71e-01"	"-6.35245"	"-2.06e-01"	""	""
"8045455"	"6.88e-01"	"3.95e-01"	"-8.71e-01"	"-6.35246"	"-2.11e-01"	"UBXN4"	"UBX domain protein 4"
"8037453"	"6.88e-01"	"3.95e-01"	"-8.71e-01"	"-6.35247"	"-2.03e-01"	"ZNF112"	"zinc finger protein 112"
"8128850"	"6.88e-01"	"3.95e-01"	"8.71e-01"	"-6.35249"	"1.80e-01"	"SLC22A16"	"solute carrier family 22 member 16"
"7992854"	"6.88e-01"	"3.95e-01"	"-8.71e-01"	"-6.35257"	"-1.32e-01"	"ZNF213"	"zinc finger protein 213"
"7900405"	"6.88e-01"	"3.95e-01"	"-8.71e-01"	"-6.35258"	"-1.79e-01"	""	""
"8134689"	"6.88e-01"	"3.95e-01"	"-8.71e-01"	"-6.35259"	"-1.97e-01"	"ZSCAN21"	"zinc finger and SCAN domain containing 21"
"7894267"	"6.88e-01"	"3.95e-01"	"8.71e-01"	"-6.3526"	"3.51e-01"	""	""
"7907769"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35264"	"-2.19e-01"	"FAM163A"	"family with sequence similarity 163 member A"
"7892744"	"6.88e-01"	"3.95e-01"	"8.70e-01"	"-6.35266"	"6.94e-01"	""	""
"8012116"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35271"	"-1.80e-01"	"CTDNEP1"	"CTD nuclear envelope phosphatase 1"
"7939676"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35285"	"-3.02e-01"	"ATG13"	"autophagy related 13"
"8098732"	"6.88e-01"	"3.95e-01"	"8.70e-01"	"-6.35292"	"5.05e-01"	"DBET///DUX4///DUX1///DUX3///DUX5"	"D4Z4 binding element transcript (non-protein coding)///double homeobox 4///double homeobox 1///double homeobox 3///double homeobox 5"
"8105629"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35298"	"-1.92e-01"	""	""
"7939341"	"6.88e-01"	"3.95e-01"	"8.70e-01"	"-6.35307"	"6.85e-01"	"CD44"	"CD44 molecule (Indian blood group)"
"8152131"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.3531"	"-2.80e-01"	""	""
"8117707"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35311"	"-1.80e-01"	"LINC01556"	"long intergenic non-protein coding RNA 1556"
"7945944"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35311"	"-4.63e-01"	"RHOG"	"ras homolog family member G"
"7985248"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35313"	"-1.82e-01"	"KIAA1024"	"KIAA1024"
"8041445"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35314"	"-2.40e-01"	""	""
"8134965"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35315"	"-1.90e-01"	"SLC12A9"	"solute carrier family 12 member 9"
"7976239"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35322"	"-1.84e-01"	"PTMA"	"prothymosin, alpha"
"7999319"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35331"	"-1.82e-01"	"CARHSP1"	"calcium regulated heat stable protein 1"
"8134777"	"6.88e-01"	"3.95e-01"	"8.70e-01"	"-6.35334"	"1.75e-01"	"PVRIG"	"poliovirus receptor related immunoglobulin domain containing"
"7910634"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35344"	"-1.75e-01"	""	""
"7897263"	"6.88e-01"	"3.95e-01"	"-8.70e-01"	"-6.35347"	"-1.52e-01"	"RNF207"	"ring finger protein 207"
"8177709"	"6.88e-01"	"3.95e-01"	"8.69e-01"	"-6.35361"	"2.24e-01"	"MOG"	"myelin oligodendrocyte glycoprotein"
"7923164"	"6.88e-01"	"3.95e-01"	"-8.69e-01"	"-6.35369"	"-1.57e-01"	"ATP6V1G3"	"ATPase H+ transporting V1 subunit G3"
"8042119"	"6.88e-01"	"3.95e-01"	"-8.69e-01"	"-6.35369"	"-2.17e-01"	"PAPOLG"	"poly(A) polymerase gamma"
"7944632"	"6.88e-01"	"3.95e-01"	"8.69e-01"	"-6.35372"	"1.88e-01"	"TECTA"	"tectorin alpha"
"7894592"	"6.88e-01"	"3.95e-01"	"8.69e-01"	"-6.35391"	"1.64e-01"	""	""
"8018400"	"6.88e-01"	"3.95e-01"	"-8.69e-01"	"-6.35391"	"-1.64e-01"	"RECQL5"	"RecQ like helicase 5"
"8028311"	"6.88e-01"	"3.95e-01"	"8.69e-01"	"-6.35393"	"8.93e-01"	"SPINT2"	"serine peptidase inhibitor, Kunitz type 2"
"8052372"	"6.88e-01"	"3.95e-01"	"-8.69e-01"	"-6.35395"	"-2.25e-01"	"MIR217"	"microRNA 217"
"8081030"	"6.88e-01"	"3.95e-01"	"8.69e-01"	"-6.35399"	"3.30e-01"	""	""
"8039645"	"6.88e-01"	"3.95e-01"	"8.69e-01"	"-6.35401"	"2.94e-01"	"ZNF772"	"zinc finger protein 772"
"7954527"	"6.88e-01"	"3.96e-01"	"-8.69e-01"	"-6.3541"	"-6.15e-01"	"ARNTL2"	"aryl hydrocarbon receptor nuclear translocator like 2"
"8099715"	"6.88e-01"	"3.96e-01"	"8.69e-01"	"-6.35411"	"2.53e-01"	""	""
"7894883"	"6.88e-01"	"3.96e-01"	"-8.69e-01"	"-6.35425"	"-3.90e-01"	""	""
"8139727"	"6.88e-01"	"3.96e-01"	"-8.69e-01"	"-6.35431"	"-1.66e-01"	"SEPT14"	"septin 14"
"7976069"	"6.88e-01"	"3.96e-01"	"8.69e-01"	"-6.35432"	"2.19e-01"	""	""
"7895492"	"6.88e-01"	"3.96e-01"	"-8.68e-01"	"-6.35437"	"-4.00e-01"	""	""
"7944418"	"6.88e-01"	"3.96e-01"	"8.68e-01"	"-6.3544"	"1.83e-01"	"C2CD2L"	"C2CD2 like"
"7895953"	"6.89e-01"	"3.96e-01"	"-8.68e-01"	"-6.35453"	"-3.51e-01"	""	""
"8084880"	"6.89e-01"	"3.96e-01"	"8.68e-01"	"-6.35453"	"5.05e-01"	"HES1"	"hes family bHLH transcription factor 1"
"8023375"	"6.89e-01"	"3.96e-01"	"-8.68e-01"	"-6.35455"	"-3.42e-01"	""	""
"7893197"	"6.89e-01"	"3.96e-01"	"8.68e-01"	"-6.35458"	"2.97e-01"	""	""
"8037071"	"6.89e-01"	"3.96e-01"	"8.68e-01"	"-6.35469"	"2.55e-01"	"RABAC1"	"Rab acceptor 1"
"8030092"	"6.89e-01"	"3.96e-01"	"8.68e-01"	"-6.35472"	"1.99e-01"	"SEC1P"	"secretory blood group 1, pseudogene"
